,id,text,time,location,followers,user_id,favorite_count,retweet_count,verified,rumour,reply_id,reply_text,reply_time,reply_location,reply_followers,reply_user_id,reply_verified
0,524922507380670464,#Ottawa police confirm shooting at War Memorial. Reports say victim may be a soldier.,Wed Oct 22 13:57:33 +0000 2014,Toronto,357541,19038934,23,248,True,1,524922753066221568,Ugh...please be safe RT@CBCAlerts: #Ottawa police confirm shooting at War Memorial. Reports say victim may be a soldier.”,Wed Oct 22 13:58:31 +0000 2014,"Fredericton, New Brunswick",2014,522403192,False
1,524922507380670464,#Ottawa police confirm shooting at War Memorial. Reports say victim may be a soldier.,Wed Oct 22 13:57:33 +0000 2014,Toronto,357541,19038934,23,248,True,1,524923072852529152,“@CBCAlerts: #Ottawa police confirm shooting at War Memorial. Reports say victim may be a soldier.”,Wed Oct 22 13:59:47 +0000 2014,,2045,516234551,False
2,524922507380670464,#Ottawa police confirm shooting at War Memorial. Reports say victim may be a soldier.,Wed Oct 22 13:57:33 +0000 2014,Toronto,357541,19038934,23,248,True,1,524924695356125184,RT“@CBCAlerts: #Ottawa police confirm shooting at War Memorial. Reports say victim may be a soldier.”,Wed Oct 22 14:06:14 +0000 2014,Paris-Brest,2192,312024587,False
3,524922507380670464,#Ottawa police confirm shooting at War Memorial. Reports say victim may be a soldier.,Wed Oct 22 13:57:33 +0000 2014,Toronto,357541,19038934,23,248,True,1,524925473986736128,"""@CBCAlerts: #Ottawa police confirm shooting at War Memorial. Reports say victim may be a soldier."" GODDAMNIT NOT IN MY FUCKING BACKYARD &gt;:(",Wed Oct 22 14:09:20 +0000 2014,"Not Los Angeles, Not New York.",1427,15992943,False
4,524922507380670464,#Ottawa police confirm shooting at War Memorial. Reports say victim may be a soldier.,Wed Oct 22 13:57:33 +0000 2014,Toronto,357541,19038934,23,248,True,1,524928726497525761,@CBCAlerts,Wed Oct 22 14:22:15 +0000 2014,,1,443754749,False
5,524922729485848576,Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. #ottawa http://t.co/cqdw1yx8AI,Wed Oct 22 13:58:25 +0000 2014,Ottawa | Toronto,1209,44685373,10,105,False,1,524923106289516546,Reports of gunshots unconfirmed RT @Henderburn: Only photo I will tweet. CPR being performed on the soldier #ottawa http://t.co/zO6CGFl7QR,Wed Oct 22 13:59:55 +0000 2014,Ottawa CANADA,2054,147202533,True
6,524922729485848576,Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. #ottawa http://t.co/cqdw1yx8AI,Wed Oct 22 13:58:25 +0000 2014,Ottawa | Toronto,1209,44685373,10,105,False,1,524923432933552128,@Henderburn thank you for posting. It may just be hard to tell in the picture but bystanders look quite calm considering gunfire in area.,Wed Oct 22 14:01:13 +0000 2014,Toronto,199,26853979,False
7,524922729485848576,Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. #ottawa http://t.co/cqdw1yx8AI,Wed Oct 22 13:58:25 +0000 2014,Ottawa | Toronto,1209,44685373,10,105,False,1,524924489058889728,"@Henderburn @sherrilynne Who the hell would shoot a protector of our freedoms, not a Canadian I hope !",Wed Oct 22 14:05:25 +0000 2014,"5457 Albion Road, Ottawa",17424,2847572610,False
8,524922729485848576,Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. #ottawa http://t.co/cqdw1yx8AI,Wed Oct 22 13:58:25 +0000 2014,Ottawa | Toronto,1209,44685373,10,105,False,1,524927409100193792,@Henderburn @alimhaider wow. Prayers for the soldier.,Wed Oct 22 14:17:01 +0000 2014,"Columbus, GA",118,234213114,False
9,524922729485848576,Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. #ottawa http://t.co/cqdw1yx8AI,Wed Oct 22 13:58:25 +0000 2014,Ottawa | Toronto,1209,44685373,10,105,False,1,524929863333842944,"@Henderburn Hi Peter, this is Marta, reporter from Demotix. Did you take the photo? Would be ok for us to use? Can you send it? thanks",Wed Oct 22 14:26:46 +0000 2014,London (UK),113,360815021,False
